batch_size,elapsed,end_time,max_output_tokens,repeat,seed,start_time,path_run,peak_power[W],mean_power[W]
425,41.626584,2025-09-18 22:53:34.602035,1024,0,470693,2025-09-18 22:52:52.975451,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000546.parquet,3069.0115941986455,2816.3004301785204
425,38.657638,2025-09-18 22:54:15.259964,1024,1,470693,2025-09-18 22:53:36.602326,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000547.parquet,2928.610493212888,2802.2567549985833
425,37.847714,2025-09-18 22:54:55.108095,1024,2,470693,2025-09-18 22:54:17.260381,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000548.parquet,2900.5757774598223,2799.3696029047483
1000,60.868216,2025-09-18 22:55:57.976707,512,0,470699,2025-09-18 22:54:57.108491,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000549.parquet,3085.500597747641,2702.3790623065634
1000,57.620863,2025-09-18 22:56:57.598078,512,1,470699,2025-09-18 22:55:59.977215,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000550.parquet,3061.909273999197,2678.4908115716617
1000,53.746632,2025-09-18 22:57:53.345228,512,2,470699,2025-09-18 22:56:59.598596,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000551.parquet,3059.452850715012,2690.7272690806767
925,61.031751,2025-09-18 22:58:56.377514,512,0,472427,2025-09-18 22:57:55.345763,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000552.parquet,3066.2575467940583,2518.0730557685697
925,50.688348,2025-09-18 22:59:49.067886,512,1,472427,2025-09-18 22:58:58.379538,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000553.parquet,3070.264008683092,2685.120814621106
925,51.144665,2025-09-18 23:00:42.213004,512,2,472427,2025-09-18 22:59:51.068339,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000554.parquet,3057.4665583319234,2681.9601437961956
200,15.624326,2025-09-18 23:00:59.837643,512,0,474565,2025-09-18 23:00:44.213317,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000555.parquet,3066.2333804062096,2737.105517240527
200,13.938477,2025-09-18 23:01:15.776591,512,1,474565,2025-09-18 23:01:01.838114,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000556.parquet,2835.9457766055157,2691.9430606147953
200,13.918244,2025-09-18 23:01:31.695192,512,2,474565,2025-09-18 23:01:17.776948,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000557.parquet,2811.724152182369,2663.5586346565365
425,25.590271,2025-09-18 23:01:59.285763,512,0,474976,2025-09-18 23:01:33.695492,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000558.parquet,3066.1483398325663,2795.1382999550815
425,22.10689,2025-09-18 23:02:23.393014,512,1,474976,2025-09-18 23:02:01.286124,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000559.parquet,2923.6945633922874,2807.94518091454
425,22.259585,2025-09-18 23:02:47.653003,512,2,474976,2025-09-18 23:02:25.393418,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000560.parquet,2917.078665900458,2783.5846840557974
475,28.217633,2025-09-18 23:03:17.870970,512,0,475496,2025-09-18 23:02:49.653337,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000561.parquet,3075.133967413263,2850.172021701575
475,25.072088,2025-09-18 23:03:44.943370,512,1,475496,2025-09-18 23:03:19.871282,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000562.parquet,2884.591022380438,2785.245792559516
475,24.657034,2025-09-18 23:04:11.600809,512,2,475496,2025-09-18 23:03:46.943775,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000563.parquet,2891.994938471107,2783.331534937509
225,28.956365,2025-09-18 23:04:42.557569,1024,0,477321,2025-09-18 23:04:13.601204,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000564.parquet,3060.3201789531117,2669.8655484551505
225,27.820548,2025-09-18 23:05:12.378470,1024,1,477321,2025-09-18 23:04:44.557922,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000565.parquet,2835.2800351309993,2651.319738144788
225,27.68921,2025-09-18 23:05:42.067996,1024,2,477321,2025-09-18 23:05:14.378786,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000566.parquet,2831.7651084390313,2652.8961423083992
650,60.966141,2025-09-18 23:06:45.034491,1024,0,483781,2025-09-18 23:05:44.068350,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000567.parquet,3060.571735290837,2795.0377095323884
650,57.029631,2025-09-18 23:07:44.064432,1024,1,483781,2025-09-18 23:06:47.034801,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000568.parquet,3057.8560197708225,2801.0570273525404
650,57.471447,2025-09-18 23:08:43.536195,1024,2,483781,2025-09-18 23:07:46.064748,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000569.parquet,3058.800983702029,2798.2189206803187
675,60.920733,2025-09-18 23:09:46.457397,1024,0,484556,2025-09-18 23:08:45.536664,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000570.parquet,3061.7922316172576,2815.717221881645
675,58.578939,2025-09-18 23:10:47.036806,1024,1,484556,2025-09-18 23:09:48.457867,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000571.parquet,3050.3615608881096,2802.034581052609
675,58.440989,2025-09-18 23:11:47.478259,1024,2,484556,2025-09-18 23:10:49.037270,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000572.parquet,3061.0563686416663,2796.9469566114917
625,36.676957,2025-09-18 23:12:26.155606,512,0,487385,2025-09-18 23:11:49.478649,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000573.parquet,3059.9219795067916,2785.7995648456313
625,31.834376,2025-09-18 23:12:59.990501,512,1,487385,2025-09-18 23:12:28.156125,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000574.parquet,2910.0587258431856,2769.0693992372126
625,31.905957,2025-09-18 23:13:33.896821,512,2,487385,2025-09-18 23:13:01.990864,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000575.parquet,2902.84927710619,2750.855325543413
325,36.01621,2025-09-18 23:14:11.913413,1024,0,488098,2025-09-18 23:13:35.897203,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000576.parquet,3045.916023839547,2798.573554435964
325,32.456542,2025-09-18 23:14:46.370296,1024,1,488098,2025-09-18 23:14:13.913754,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000577.parquet,2902.372314160014,2776.150240252258
325,33.045592,2025-09-18 23:15:21.416261,1024,2,488098,2025-09-18 23:14:48.370669,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000578.parquet,2903.768823195726,2792.257425736521
50,21.446736,2025-09-18 23:15:44.863375,1024,0,497223,2025-09-18 23:15:23.416639,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000579.parquet,2709.37646737294,2129.7363774244172
50,20.437729,2025-09-18 23:16:07.301463,1024,1,497223,2025-09-18 23:15:46.863734,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000580.parquet,2228.014767424696,2122.8419354881603
50,20.572025,2025-09-18 23:16:29.873737,1024,2,497223,2025-09-18 23:16:09.301712,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000581.parquet,2237.6740132417203,2119.1005170380367
375,38.520011,2025-09-18 23:17:10.394011,1024,0,498477,2025-09-18 23:16:31.874000,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000582.parquet,3074.30931273377,2826.4908844073025
375,35.568583,2025-09-18 23:17:47.962829,1024,1,498477,2025-09-18 23:17:12.394246,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000583.parquet,2911.369983259254,2766.5317468091303
375,35.452149,2025-09-18 23:18:25.415297,1024,2,498477,2025-09-18 23:17:49.963148,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000584.parquet,2902.4954057894715,2781.6104851783657
800,72.359083,2025-09-18 23:19:39.774727,1024,0,500022,2025-09-18 23:18:27.415644,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000585.parquet,3072.2961926631947,2770.2768673780865
800,70.079113,2025-09-18 23:20:51.854235,1024,1,500022,2025-09-18 23:19:41.775122,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000586.parquet,3056.428992352378,2746.3269918281567
800,69.217398,2025-09-18 23:22:03.072136,1024,2,500022,2025-09-18 23:20:53.854738,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000587.parquet,3056.448124043754,2764.458466973634
500,29.395067,2025-09-18 23:22:34.467584,512,0,507341,2025-09-18 23:22:05.072517,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000588.parquet,3055.04906126668,2821.0882481559433
500,25.462333,2025-09-18 23:23:01.930527,512,1,507341,2025-09-18 23:22:36.468194,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000589.parquet,2891.0906060818124,2787.996361131766
500,25.292409,2025-09-18 23:23:29.223281,512,2,507341,2025-09-18 23:23:03.930872,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000590.parquet,2891.6624807179005,2807.6009157381613
675,61.533186,2025-09-18 23:24:32.756901,1024,0,517591,2025-09-18 23:23:31.223715,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000591.parquet,3070.29906549686,2800.7584570471827
675,59.188171,2025-09-18 23:25:33.945434,1024,1,517591,2025-09-18 23:24:34.757263,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000592.parquet,3047.9935834464636,2803.4349779071463
675,60.445342,2025-09-18 23:26:36.391140,1024,2,517591,2025-09-18 23:25:35.945798,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000593.parquet,3082.8069372244277,2752.112504394673
150,14.0101,2025-09-18 23:26:52.401739,512,0,519531,2025-09-18 23:26:38.391639,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000594.parquet,2994.954193828226,2548.539641761735
150,13.011018,2025-09-18 23:27:07.413145,512,1,519531,2025-09-18 23:26:54.402127,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000595.parquet,2650.70404042798,2535.758092158987
150,12.844404,2025-09-18 23:27:22.257876,512,2,519531,2025-09-18 23:27:09.413472,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000596.parquet,2660.871792404288,2523.3684178669423
975,56.995025,2025-09-18 23:28:21.253232,512,0,522145,2025-09-18 23:27:24.258207,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000597.parquet,3057.8753202064495,2692.3290451984817
975,52.2776,2025-09-18 23:29:15.531170,512,1,522145,2025-09-18 23:28:23.253570,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000598.parquet,3073.669718491755,2647.3557265483864
975,53.333581,2025-09-18 23:30:10.865266,512,2,522145,2025-09-18 23:29:17.531685,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000599.parquet,3050.806468139068,2646.376078492315
1000,90.18113,2025-09-18 23:31:43.046937,1024,0,522498,2025-09-18 23:30:12.865807,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000600.parquet,3058.164507492225,2701.70084019383
1000,88.216819,2025-09-18 23:33:13.264260,1024,1,522498,2025-09-18 23:31:45.047441,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000601.parquet,3055.8311450785736,2701.8776322713766
1000,90.807881,2025-09-18 23:34:46.072379,1024,2,522498,2025-09-18 23:33:15.264498,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000602.parquet,3044.2649479969537,2721.5089368207246
775,45.365915,2025-09-18 23:35:33.438919,512,0,522704,2025-09-18 23:34:48.073004,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000603.parquet,3057.4200782849675,2745.2699295097314
775,41.747776,2025-09-18 23:36:17.187110,512,1,522704,2025-09-18 23:35:35.439334,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000604.parquet,3030.7908258557122,2673.4246578457314
775,41.643762,2025-09-18 23:37:00.831337,512,2,522704,2025-09-18 23:36:19.187575,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000605.parquet,3055.843263130755,2698.2744548114792
300,33.271222,2025-09-18 23:37:36.102990,1024,0,531376,2025-09-18 23:37:02.831768,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000606.parquet,3057.309569926996,2744.827547475844
300,31.075766,2025-09-18 23:38:09.179149,1024,1,531376,2025-09-18 23:37:38.103383,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000607.parquet,2875.823904655962,2752.34786688729
300,30.819802,2025-09-18 23:38:41.999297,1024,2,531376,2025-09-18 23:38:11.179495,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000608.parquet,2872.7618139836723,2738.210106860332
150,14.190763,2025-09-18 23:38:58.190421,512,0,531578,2025-09-18 23:38:43.999658,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000609.parquet,3046.946197298996,2599.5329241727045
150,13.191682,2025-09-18 23:39:13.382504,512,1,531578,2025-09-18 23:39:00.190822,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000610.parquet,2699.1024763044165,2512.0479336393655
150,12.917409,2025-09-18 23:39:28.300265,512,2,531578,2025-09-18 23:39:15.382856,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000611.parquet,2713.2068977600384,2559.268017307922
50,10.601089,2025-09-18 23:39:40.901680,512,0,533660,2025-09-18 23:39:30.300591,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000612.parquet,2346.7524598179416,2110.4667381805584
50,10.461262,2025-09-18 23:39:53.363250,512,1,533660,2025-09-18 23:39:42.901988,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000613.parquet,2213.6338874259045,2095.713121010988
50,10.465221,2025-09-18 23:40:05.828755,512,2,533660,2025-09-18 23:39:55.363534,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000614.parquet,2227.328196526881,2089.626104543064
675,61.339353,2025-09-18 23:41:09.168372,1024,0,537091,2025-09-18 23:40:07.829019,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000615.parquet,3059.8699070832536,2803.2129739819584
675,60.170948,2025-09-18 23:42:11.339587,1024,1,537091,2025-09-18 23:41:11.168639,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000616.parquet,3054.0580478886054,2792.382735913927
675,59.013054,2025-09-18 23:43:12.353038,1024,2,537091,2025-09-18 23:42:13.339984,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000617.parquet,3045.0705645204434,2804.807228891462
650,57.581177,2025-09-18 23:44:11.934692,1024,0,543546,2025-09-18 23:43:14.353515,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000618.parquet,3057.668831454572,2813.574506474974
650,54.648122,2025-09-18 23:45:08.583249,1024,1,543546,2025-09-18 23:44:13.935127,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000619.parquet,3049.0772731129837,2804.873276618714
650,54.583733,2025-09-18 23:46:05.167321,1024,2,543546,2025-09-18 23:45:10.583588,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000620.parquet,3062.997258579004,2799.8056668972854
100,23.936241,2025-09-18 23:46:31.103844,1024,0,544702,2025-09-18 23:46:07.167603,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000621.parquet,3055.0383285991447,2336.232373665993
100,22.827685,2025-09-18 23:46:55.931995,1024,1,544702,2025-09-18 23:46:33.104310,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000622.parquet,2509.0745129987567,2294.285707196723
100,22.881596,2025-09-18 23:47:20.813855,1024,2,544702,2025-09-18 23:46:57.932259,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000623.parquet,2514.159334033031,2303.127187997484
325,20.340586,2025-09-18 23:47:43.154758,512,0,545163,2025-09-18 23:47:22.814172,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000624.parquet,3069.6391745629826,2834.5158169630977
325,18.045062,2025-09-18 23:48:03.200159,512,1,545163,2025-09-18 23:47:45.155097,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000625.parquet,2898.4373262841846,2755.747953900679
325,18.009723,2025-09-18 23:48:23.210263,512,2,545163,2025-09-18 23:48:05.200540,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000626.parquet,2901.80997364639,2806.15720512285
125,24.681289,2025-09-18 23:48:49.891908,1024,0,545805,2025-09-18 23:48:25.210619,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000627.parquet,3064.6515560906237,2417.648585144365
125,23.994988,2025-09-18 23:49:15.887193,1024,1,545805,2025-09-18 23:48:51.892205,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000628.parquet,2618.7499329582884,2395.5674527771002
125,23.732095,2025-09-18 23:49:41.619596,1024,2,545805,2025-09-18 23:49:17.887501,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000629.parquet,2622.650070224035,2399.033522116828
100,22.663745,2025-09-18 23:50:06.283706,1024,0,546005,2025-09-18 23:49:43.619961,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000630.parquet,2762.2694621473424,2279.412595838652
100,22.355782,2025-09-18 23:50:30.639827,1024,1,546005,2025-09-18 23:50:08.284045,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000631.parquet,2499.644408671453,2262.360921331833
100,22.274198,2025-09-18 23:50:54.914356,1024,2,546005,2025-09-18 23:50:32.640158,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000632.parquet,2506.6193168185832,2269.793028780335
350,22.167881,2025-09-18 23:51:19.082479,512,0,546831,2025-09-18 23:50:56.914598,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000633.parquet,3050.8125418007608,2804.0393157137237
350,18.821898,2025-09-18 23:51:39.904663,512,1,546831,2025-09-18 23:51:21.082765,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000634.parquet,2881.451573712338,2790.063833842126
350,18.684856,2025-09-18 23:52:00.589911,512,2,546831,2025-09-18 23:51:41.905055,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000635.parquet,2897.3377928129344,2802.1072947588095
475,45.639234,2025-09-18 23:52:48.229489,1024,0,547849,2025-09-18 23:52:02.590255,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000636.parquet,3061.0356459695854,2840.6658722707643
475,42.216369,2025-09-18 23:53:32.446183,1024,1,547849,2025-09-18 23:52:50.229814,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000637.parquet,2904.505724096342,2810.845785207858
475,42.066852,2025-09-18 23:54:16.513358,1024,2,547849,2025-09-18 23:53:34.446506,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000638.parquet,2900.0489319409853,2809.152529148385
400,23.76313,2025-09-18 23:54:42.276907,512,0,549660,2025-09-18 23:54:18.513777,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000639.parquet,3059.394002254823,2821.129680923962
400,20.867807,2025-09-18 23:55:05.145172,512,1,549660,2025-09-18 23:54:44.277365,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000640.parquet,2936.780813246129,2768.236161064747
400,20.337275,2025-09-18 23:55:27.482756,512,2,549660,2025-09-18 23:55:07.145481,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000641.parquet,2915.0070352829325,2780.20208868963
175,14.477712,2025-09-18 23:55:43.960851,512,0,549838,2025-09-18 23:55:29.483139,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000642.parquet,3066.8696573359875,2647.5866202879292
175,13.187277,2025-09-18 23:55:59.148478,512,1,549838,2025-09-18 23:55:45.961201,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000643.parquet,2767.4632927996304,2592.6757993926135
175,13.297227,2025-09-18 23:56:14.445983,512,2,549838,2025-09-18 23:56:01.148756,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000644.parquet,2768.2510751458453,2613.5247379188704
800,48.064765,2025-09-18 23:57:04.510993,512,0,550386,2025-09-18 23:56:16.446228,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000645.parquet,3056.672511287806,2680.4756574757193
800,43.523297,2025-09-18 23:57:50.034583,512,1,550386,2025-09-18 23:57:06.511286,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000646.parquet,3031.374667775025,2686.9325408761006
800,43.781333,2025-09-18 23:58:35.816414,512,2,550386,2025-09-18 23:57:52.035081,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000647.parquet,3033.8196332955094,2678.5493740324764
750,44.840909,2025-09-18 23:59:22.657776,512,0,552352,2025-09-18 23:58:37.816867,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000648.parquet,3066.3098691661157,2725.4959054386886
750,40.802969,2025-09-19 00:00:05.461164,512,1,552352,2025-09-18 23:59:24.658195,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000649.parquet,3060.2447110781795,2686.266857908811
750,39.699678,2025-09-19 00:00:47.161262,512,2,552352,2025-09-19 00:00:07.461584,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000650.parquet,3047.5890949202017,2690.6825082010423
775,48.412957,2025-09-19 00:01:37.574653,512,0,555098,2025-09-19 00:00:49.161696,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000651.parquet,3061.2006411128878,2682.6126125568644
775,43.449086,2025-09-19 00:02:23.024175,512,1,555098,2025-09-19 00:01:39.575089,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000652.parquet,3071.59673720404,2666.584817390441
775,42.021704,2025-09-19 00:03:07.046229,512,2,555098,2025-09-19 00:02:25.024525,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000653.parquet,3028.349481751185,2671.8732273353016
275,20.414799,2025-09-19 00:03:29.461459,512,0,555833,2025-09-19 00:03:09.046660,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000654.parquet,3058.309865312246,2634.444001418325
275,19.773231,2025-09-19 00:03:51.236891,512,1,555833,2025-09-19 00:03:31.463660,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000655.parquet,2860.477351477238,2367.8187019906964
275,16.568541,2025-09-19 00:04:09.805839,512,2,555833,2025-09-19 00:03:53.237298,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000656.parquet,2863.135426987018,2714.7051782953
400,40.598057,2025-09-19 00:04:52.404239,1024,0,557931,2025-09-19 00:04:11.806182,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000657.parquet,3067.191701385015,2738.0597530582395
400,35.810542,2025-09-19 00:05:30.215140,1024,1,557931,2025-09-19 00:04:54.404598,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000658.parquet,2922.507337364988,2778.884128383441
400,37.513705,2025-09-19 00:06:09.729211,1024,2,557931,2025-09-19 00:05:32.215506,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000659.parquet,2881.0466568580046,2743.597654062921
850,49.480626,2025-09-19 00:07:01.210224,512,0,559870,2025-09-19 00:06:11.729598,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000660.parquet,3061.551584861136,2735.453351173173
850,46.672728,2025-09-19 00:07:49.883396,512,1,559870,2025-09-19 00:07:03.210668,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000661.parquet,3064.3368487262137,2646.704863132349
850,45.408264,2025-09-19 00:08:37.292167,512,2,559870,2025-09-19 00:07:51.883903,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000662.parquet,3044.299800673996,2701.713709303205
625,57.83212,2025-09-19 00:09:37.124740,1024,0,559951,2025-09-19 00:08:39.292620,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000663.parquet,3071.777502066437,2799.35873085708
625,55.002784,2025-09-19 00:10:34.127914,1024,1,559951,2025-09-19 00:09:39.125130,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000664.parquet,3049.3512806517356,2802.3825918730995
