batch_size,elapsed,end_time,max_output_tokens,repeat,seed,start_time,path_run,peak_power[W],mean_power[W]
550,51.138686,2025-09-18 16:31:03.916427,1024,0,2854,2025-09-18 16:30:12.777741,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000000.parquet,3053.759064806108,2822.1042929558016
550,47.384165,2025-09-18 16:31:53.300838,1024,1,2854,2025-09-18 16:31:05.916673,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000001.parquet,3048.8398240629795,2814.3508628019727
550,48.96585,2025-09-18 16:32:44.266972,1024,2,2854,2025-09-18 16:31:55.301122,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000002.parquet,3042.525523116057,2798.0141205470413
275,31.404551,2025-09-18 16:33:17.671786,1024,0,11754,2025-09-18 16:32:46.267235,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000003.parquet,3035.1285152586756,2694.764568367051
275,29.579327,2025-09-18 16:33:49.251336,1024,1,11754,2025-09-18 16:33:19.672009,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000004.parquet,2855.9222932092102,2696.992150841359
275,29.805107,2025-09-18 16:34:21.056701,1024,2,11754,2025-09-18 16:33:51.251594,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000005.parquet,2862.862535583466,2704.8256245687558
650,38.709327,2025-09-18 16:35:01.766313,512,0,17298,2025-09-18 16:34:23.056986,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000006.parquet,3067.4946710094105,2752.4267639334385
650,34.016874,2025-09-18 16:35:37.783415,512,1,17298,2025-09-18 16:35:03.766541,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000007.parquet,2875.8443937709335,2723.492152558306
650,33.604777,2025-09-18 16:36:13.388455,512,2,17298,2025-09-18 16:35:39.783678,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000008.parquet,2899.4584732894928,2725.48959766363
575,52.285024,2025-09-18 16:37:07.673706,1024,0,22859,2025-09-18 16:36:15.388682,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000009.parquet,3058.100430891484,2821.005433467262
575,51.365475,2025-09-18 16:38:01.039454,1024,1,22859,2025-09-18 16:37:09.673979,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000010.parquet,3045.1703412073443,2791.369638404042
575,49.322455,2025-09-18 16:38:52.362154,1024,2,22859,2025-09-18 16:38:03.039699,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000011.parquet,3053.750565485553,2815.183323949516
575,33.544266,2025-09-18 16:39:27.906737,512,0,24561,2025-09-18 16:38:54.362471,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000012.parquet,3061.7625373584738,2817.5298283088628
575,28.923008,2025-09-18 16:39:58.830050,512,1,24561,2025-09-18 16:39:29.907042,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000013.parquet,2896.3017522036344,2766.2382522940857
575,28.664195,2025-09-18 16:40:29.494543,512,2,24561,2025-09-18 16:40:00.830348,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000014.parquet,2882.75461445207,2750.957088427972
900,80.769788,2025-09-18 16:41:52.264581,1024,0,25503,2025-09-18 16:40:31.494793,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000015.parquet,3058.2767197706216,2764.8932171518263
900,77.870465,2025-09-18 16:43:12.135275,1024,1,25503,2025-09-18 16:41:54.264810,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000016.parquet,3052.4182825768708,2749.480879545354
900,78.625402,2025-09-18 16:44:32.760984,1024,2,25503,2025-09-18 16:43:14.135582,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000017.parquet,3067.9558881996627,2748.825631165454
300,19.354702,2025-09-18 16:44:54.115993,512,0,28178,2025-09-18 16:44:34.761291,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000018.parquet,3047.6364917408455,2821.8479760322766
300,17.725321,2025-09-18 16:45:13.841607,512,1,28178,2025-09-18 16:44:56.116286,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000019.parquet,2887.552947994318,2740.797010751836
300,17.263455,2025-09-18 16:45:33.105337,512,2,28178,2025-09-18 16:45:15.841882,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000020.parquet,2886.8436353813067,2785.465016439904
825,49.132424,2025-09-18 16:46:24.237993,512,0,37065,2025-09-18 16:45:35.105569,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000021.parquet,3070.2263175385897,2720.780378261101
825,45.6001,2025-09-18 16:47:11.838365,512,1,37065,2025-09-18 16:46:26.238265,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000022.parquet,3044.742246104609,2668.1288209417335
825,44.71591,2025-09-18 16:47:58.554566,512,2,37065,2025-09-18 16:47:13.838656,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000023.parquet,3047.042978405241,2704.0058128719534
400,39.618508,2025-09-18 16:48:40.173293,1024,0,38444,2025-09-18 16:48:00.554785,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000024.parquet,3055.684934172379,2791.9418332886858
400,36.662436,2025-09-18 16:49:18.836025,1024,1,38444,2025-09-18 16:48:42.173589,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000025.parquet,2898.781866426672,2759.286167857868
400,36.80766,2025-09-18 16:49:57.643910,1024,2,38444,2025-09-18 16:49:20.836250,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000026.parquet,2900.759638792316,2794.508811187776
450,26.455296,2025-09-18 16:50:26.099459,512,0,38744,2025-09-18 16:49:59.644163,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000027.parquet,3067.4314898499047,2803.9501092184496
450,23.33395,2025-09-18 16:50:51.433702,512,1,38744,2025-09-18 16:50:28.099752,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000028.parquet,2911.18912936231,2802.089283358417
450,23.458832,2025-09-18 16:51:16.892801,512,2,38744,2025-09-18 16:50:53.433969,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000029.parquet,2912.7318290046132,2778.6023743027226
850,49.866535,2025-09-18 16:52:08.759642,512,0,39334,2025-09-18 16:51:18.893107,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000030.parquet,3065.6523856394697,2702.6582478239543
850,45.563615,2025-09-18 16:52:56.323570,512,1,39334,2025-09-18 16:52:10.759955,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000031.parquet,3059.1406788982517,2698.900435878976
850,46.431082,2025-09-18 16:53:44.754934,512,2,39334,2025-09-18 16:52:58.323852,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000032.parquet,3057.749121028463,2664.078246932326
775,70.909107,2025-09-18 16:54:57.664328,1024,0,39544,2025-09-18 16:53:46.755221,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000033.parquet,3062.9930128105907,2742.304986710713
775,70.796129,2025-09-18 16:56:10.460763,1024,1,39544,2025-09-18 16:54:59.664634,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000034.parquet,3069.105997533362,2738.893978750871
775,68.716718,2025-09-18 16:57:21.177735,1024,2,39544,2025-09-18 16:56:12.461017,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000035.parquet,3055.7311167676453,2737.134444232805
750,44.528942,2025-09-18 16:58:07.707000,512,0,39697,2025-09-18 16:57:23.178058,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000036.parquet,3057.6697437501575,2731.2899557736714
750,38.643365,2025-09-18 16:58:48.350687,512,1,39697,2025-09-18 16:58:09.707322,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000037.parquet,3051.842078093483,2709.4105319734417
750,39.361107,2025-09-18 16:59:29.712095,512,2,39697,2025-09-18 16:58:50.350988,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000038.parquet,2970.807486150114,2687.4572499654478
800,48.328028,2025-09-18 17:00:20.040420,512,0,40145,2025-09-18 16:59:31.712392,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000039.parquet,3052.438629652468,2677.116211956807
800,43.225619,2025-09-18 17:01:05.266315,512,1,40145,2025-09-18 17:00:22.040696,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000040.parquet,3036.0325285787303,2685.470339845764
800,43.252297,2025-09-18 17:01:50.518864,512,2,40145,2025-09-18 17:01:07.266567,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000041.parquet,3030.870536170082,2688.616486062231
825,75.161732,2025-09-18 17:03:07.680862,1024,0,43402,2025-09-18 17:01:52.519130,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000042.parquet,3061.1375678641143,2753.156690673797
825,72.174185,2025-09-18 17:04:21.855374,1024,1,43402,2025-09-18 17:03:09.681189,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000043.parquet,3049.296844042288,2761.0974363429914
825,73.482127,2025-09-18 17:05:37.337765,1024,2,43402,2025-09-18 17:04:23.855638,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000044.parquet,3071.119452313386,2751.082330651508
850,76.232576,2025-09-18 17:06:55.570646,1024,0,45344,2025-09-18 17:05:39.338070,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000045.parquet,3058.2893232226484,2773.2509686372123
850,74.653444,2025-09-18 17:08:12.224366,1024,1,45344,2025-09-18 17:06:57.570922,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000046.parquet,3051.417380793227,2754.3756888491253
850,75.626477,2025-09-18 17:09:29.851129,1024,2,45344,2025-09-18 17:08:14.224652,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000047.parquet,3048.0271930922963,2763.1127656557314
375,39.262469,2025-09-18 17:10:11.113944,1024,0,47122,2025-09-18 17:09:31.851475,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000048.parquet,3069.509194167467,2795.8462790324447
375,35.958683,2025-09-18 17:10:49.072964,1024,1,47122,2025-09-18 17:10:13.114281,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000049.parquet,2919.4426757378033,2780.0524079571474
375,35.834164,2025-09-18 17:11:26.907397,1024,2,47122,2025-09-18 17:10:51.073233,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000050.parquet,2924.4083097651783,2761.157033077057
900,79.331953,2025-09-18 17:12:48.239618,1024,0,47350,2025-09-18 17:11:28.907665,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000051.parquet,3044.0944986821573,2761.9375569889075
900,77.84077,2025-09-18 17:14:08.080695,1024,1,47350,2025-09-18 17:12:50.239925,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000052.parquet,3058.876861607595,2754.3949632308845
900,75.553792,2025-09-18 17:15:25.634839,1024,2,47350,2025-09-18 17:14:10.081047,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000053.parquet,3056.438862155679,2764.450380716347
1000,62.821128,2025-09-18 17:16:30.456250,512,0,49112,2025-09-18 17:15:27.635122,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000054.parquet,3065.3185028498106,2719.278118380335
1000,55.090942,2025-09-18 17:17:27.547533,512,1,49112,2025-09-18 17:16:32.456591,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000055.parquet,3051.474117038145,2714.7740454842337
1000,56.753554,2025-09-18 17:18:26.301435,512,2,49112,2025-09-18 17:17:29.547881,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000056.parquet,3051.1854988379987,2704.830931728379
500,28.035601,2025-09-18 17:18:56.337380,512,0,51855,2025-09-18 17:18:28.301779,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000057.parquet,3064.661595822539,2819.7661036944573
500,24.8353,2025-09-18 17:19:23.173028,512,1,51855,2025-09-18 17:18:58.337728,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000058.parquet,2891.0802544478925,2786.2495243150306
500,24.80376,2025-09-18 17:19:49.977034,512,2,51855,2025-09-18 17:19:25.173274,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000059.parquet,2895.693982507332,2809.5675880902872
625,36.962686,2025-09-18 17:20:28.940031,512,0,52018,2025-09-18 17:19:51.977345,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000060.parquet,3063.0294723993807,2781.580396995675
625,32.049248,2025-09-18 17:21:02.989579,512,1,52018,2025-09-18 17:20:30.940331,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000061.parquet,2881.2016647834744,2735.44090517506
625,32.249663,2025-09-18 17:21:37.239569,512,2,52018,2025-09-18 17:21:04.989906,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000062.parquet,2887.1771046675813,2730.163685239923
125,24.477843,2025-09-18 17:22:03.717710,1024,0,60321,2025-09-18 17:21:39.239867,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000063.parquet,3021.8443382415576,2422.721840373762
125,23.723222,2025-09-18 17:22:29.441243,1024,1,60321,2025-09-18 17:22:05.718021,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000064.parquet,2617.1874989753333,2396.875116617415
125,23.841786,2025-09-18 17:22:55.283282,1024,2,60321,2025-09-18 17:22:31.441496,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000065.parquet,2613.7746477685473,2350.6561104983616
700,62.440425,2025-09-18 17:23:59.723995,1024,0,61076,2025-09-18 17:22:57.283570,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000066.parquet,3049.951828177315,2807.4057069727105
700,59.309878,2025-09-18 17:25:01.034149,1024,1,61076,2025-09-18 17:24:01.724271,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000067.parquet,3039.8520448088902,2805.013772589401
700,61.757796,2025-09-18 17:26:04.792213,1024,2,61076,2025-09-18 17:25:03.034417,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000068.parquet,3043.151695124718,2798.1161956257515
250,17.168766,2025-09-18 17:26:23.961302,512,0,61214,2025-09-18 17:26:06.792536,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000069.parquet,3060.447018578899,2777.2163334351844
250,15.791941,2025-09-18 17:26:41.753549,512,1,61214,2025-09-18 17:26:25.961608,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000070.parquet,2860.2314720082877,2764.448386260961
250,16.06379,2025-09-18 17:26:59.817656,512,2,61214,2025-09-18 17:26:43.753866,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000071.parquet,2860.2085049164557,2711.0838257964947
600,56.520768,2025-09-18 17:27:58.338676,1024,0,61649,2025-09-18 17:27:01.817908,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000072.parquet,3054.9951233269658,2791.4609669609326
600,53.140437,2025-09-18 17:28:53.479415,1024,1,61649,2025-09-18 17:28:00.338978,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000073.parquet,3045.705401718853,2777.0694127916195
600,52.612757,2025-09-18 17:29:48.092460,1024,2,61649,2025-09-18 17:28:55.479703,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000074.parquet,3050.6749081183607,2801.392559964546
450,41.693307,2025-09-18 17:30:31.786076,1024,0,66663,2025-09-18 17:29:50.092769,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000075.parquet,3066.309682659664,2807.2803621928488
450,41.339868,2025-09-18 17:31:15.126263,1024,1,66663,2025-09-18 17:30:33.786395,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000076.parquet,2935.0010284215255,2697.646193219639
450,39.587472,2025-09-18 17:31:56.714100,1024,2,66663,2025-09-18 17:31:17.126628,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000077.parquet,2874.188357469466,2780.831542391096
375,23.109645,2025-09-18 17:32:21.824102,512,0,67217,2025-09-18 17:31:58.714457,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000078.parquet,3066.327923790113,2743.6711770199877
375,20.638214,2025-09-18 17:32:44.462727,512,1,67217,2025-09-18 17:32:23.824513,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000079.parquet,2878.3273659944903,2735.6340340773154
375,25.619274,2025-09-18 17:33:12.082368,512,2,67217,2025-09-18 17:32:46.463094,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000080.parquet,2929.0745638647995,2350.152476183561
725,43.090928,2025-09-18 17:33:57.173647,512,0,71022,2025-09-18 17:33:14.082719,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000081.parquet,3060.359070846742,2711.306503358142
725,37.147414,2025-09-18 17:34:36.321373,512,1,71022,2025-09-18 17:33:59.173959,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000082.parquet,2869.704136316177,2716.5654959213275
725,37.160446,2025-09-18 17:35:15.482106,512,2,71022,2025-09-18 17:34:38.321660,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000083.parquet,2879.527714359282,2719.7646667425092
725,67.122089,2025-09-18 17:36:24.604537,1024,0,71912,2025-09-18 17:35:17.482448,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000084.parquet,3075.5932303621107,2756.6838996962592
725,64.780438,2025-09-18 17:37:31.385334,1024,1,71912,2025-09-18 17:36:26.604896,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000085.parquet,3051.921552693969,2774.762882166237
725,63.829871,2025-09-18 17:38:37.215610,1024,2,71912,2025-09-18 17:37:33.385739,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000086.parquet,3051.0885904564993,2769.693449496166
725,64.53652,2025-09-18 17:39:43.752476,1024,0,77822,2025-09-18 17:38:39.215956,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000087.parquet,3082.2699298270077,2802.104683675425
725,64.325491,2025-09-18 17:40:50.078347,1024,1,77822,2025-09-18 17:39:45.752856,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000088.parquet,3049.5022940814465,2777.863814760366
725,63.950858,2025-09-18 17:41:56.029475,1024,2,77822,2025-09-18 17:40:52.078617,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000089.parquet,3055.3526358613913,2769.7776093618404
650,38.61216,2025-09-18 17:42:36.641955,512,0,80407,2025-09-18 17:41:58.029795,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000090.parquet,3057.015750723504,2771.9245733491166
650,34.122016,2025-09-18 17:43:12.764381,512,1,80407,2025-09-18 17:42:38.642365,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000091.parquet,2897.3058164440195,2720.9971100669954
650,33.888387,2025-09-18 17:43:48.653074,512,2,80407,2025-09-18 17:43:14.764687,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000092.parquet,2868.0115745314984,2722.151990300127
525,48.065596,2025-09-18 17:44:38.719047,1024,0,80938,2025-09-18 17:43:50.653451,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000093.parquet,3050.266202675269,2831.145902408827
525,45.148815,2025-09-18 17:45:25.868216,1024,1,80938,2025-09-18 17:44:40.719401,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000094.parquet,2911.0905335702623,2820.7749768971903
525,44.629334,2025-09-18 17:46:12.497929,1024,2,80938,2025-09-18 17:45:27.868595,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000095.parquet,2972.6520972309127,2826.0093079874837
875,80.381651,2025-09-18 17:47:34.879929,1024,0,82189,2025-09-18 17:46:14.498278,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000096.parquet,3052.674069584291,2763.118292009521
875,75.876549,2025-09-18 17:48:52.756820,1024,1,82189,2025-09-18 17:47:36.880271,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000097.parquet,3056.0106664076316,2768.660455818199
875,77.115036,2025-09-18 17:50:11.872218,1024,2,82189,2025-09-18 17:48:54.757182,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000098.parquet,3055.725087115269,2754.389596551682
725,42.901924,2025-09-18 17:50:56.774554,512,0,82841,2025-09-18 17:50:13.872630,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000099.parquet,3061.402555375164,2756.0567563183304
725,37.090548,2025-09-18 17:51:35.865478,512,1,82841,2025-09-18 17:50:58.774930,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000100.parquet,2889.9365664627244,2718.992608857353
725,37.448273,2025-09-18 17:52:15.314197,512,2,82841,2025-09-18 17:51:37.865924,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000101.parquet,2877.938255581402,2715.9033296270622
200,28.444007,2025-09-18 17:52:45.758514,1024,0,83124,2025-09-18 17:52:17.314507,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000102.parquet,3066.4599856208188,2639.675672015798
200,26.578632,2025-09-18 17:53:14.337551,1024,1,83124,2025-09-18 17:52:47.758919,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000103.parquet,2825.781113345175,2554.6892967208655
200,26.349048,2025-09-18 17:53:42.686915,1024,2,83124,2025-09-18 17:53:16.337867,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000104.parquet,2832.9593453711955,2570.88253311948
525,48.689355,2025-09-18 17:54:33.376563,1024,0,85548,2025-09-18 17:53:44.687208,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000105.parquet,3048.501004427836,2821.7139175758407
525,45.726324,2025-09-18 17:55:21.103139,1024,1,85548,2025-09-18 17:54:35.376815,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000106.parquet,2986.1946907536526,2817.6147502045787
525,46.141431,2025-09-18 17:56:09.244950,1024,2,85548,2025-09-18 17:55:23.103519,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000107.parquet,3026.4901510558616,2810.360757569737
400,23.118648,2025-09-18 17:56:34.363944,512,0,91566,2025-09-18 17:56:11.245296,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000108.parquet,3057.2103188364486,2804.8001730852325
400,21.156983,2025-09-18 17:56:57.521351,512,1,91566,2025-09-18 17:56:36.364368,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000109.parquet,2925.2222668257264,2760.8745622016563
400,20.533994,2025-09-18 17:57:20.055624,512,2,91566,2025-09-18 17:56:59.521630,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000110.parquet,2894.3822786428755,2775.084895633764
975,57.376391,2025-09-18 17:58:19.432397,512,0,92767,2025-09-18 17:57:22.056006,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000111.parquet,3062.6733173902444,2716.0427921837345
975,53.034077,2025-09-18 17:59:14.466827,512,1,92767,2025-09-18 17:58:21.432750,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000112.parquet,3068.574328351426,2690.9206022997514
975,52.5151,2025-09-18 18:00:08.982343,512,2,92767,2025-09-18 17:59:16.467243,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000113.parquet,3060.7039144740993,2684.4522218707666
275,32.222093,2025-09-18 18:00:43.204817,1024,0,93643,2025-09-18 18:00:10.982724,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000114.parquet,3061.343088971548,2751.177213881157
275,30.060982,2025-09-18 18:01:15.266213,1024,1,93643,2025-09-18 18:00:45.205231,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000115.parquet,2879.205682720629,2694.656181592279
275,30.123987,2025-09-18 18:01:47.390534,1024,2,93643,2025-09-18 18:01:17.266547,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000116.parquet,2875.1678269733966,2683.9548013142953
675,39.878351,2025-09-18 18:02:29.269244,512,0,99843,2025-09-18 18:01:49.390893,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000117.parquet,3062.3044058620667,2768.751742627164
675,34.498667,2025-09-18 18:03:05.768292,512,1,99843,2025-09-18 18:02:31.269625,/projects/aiuserapps/genai_power_dataset/01_aggregated_datasets/inference_offline_llama3_70b/results/000118.parquet,2886.7942651675417,2726.825723898682
